prompt,canonical_solution,test
"

def is_palindrome(string: str) -> bool:
    """""" ပေးထားသော စာကြောင်းက ပလင်ဒရုမ်း ဖြစ်သလား စမ်းသပ်ပါ """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
","    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]
","def check(candidate):
    assert candidate('') == ''
    assert candidate('x') == 'x'
    assert candidate('xyz') == 'xyzyx'
    assert candidate('xyx') == 'xyx'
    assert candidate('jerry') == 'jerryrrej'
"
"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" အထဲမှာ ၁ နဲ့ ၀ တွေပါသည့် စာကြောင်းနှစ်ကြောင်း a နဲ့ b ကို ထည့်ပါ။
    ဒီ input တွေကို binary XOR လုပ်ပြီးရင် ရလဒ်ကိုလည်း စာကြောင်းအဖြစ် ပြန်ပေးပါ။
    >>> string_xor('010', '110')
    '100'
    """"""
","    def xor(i, j):
        if i == j:
            return '0'
        else:
            return '1'

    return ''.join(xor(x, y) for x, y in zip(a, b))
","def check(candidate):
    assert candidate('111000', '101010') == '010010'
    assert candidate('1', '1') == '0'
    assert candidate('0101', '0000') == '0101'
"
"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" စာကြောင်းများစာရင်းထဲမှ အရှည်ဆုံးကို ပြန်ပေးပါ။ အရှည်တူသော စာကြောင်းများရှိပါက ပထမဆုံးစာကြောင်းကို ပြန်ပေးပါ။ အဝင်စာရင်းမှာ အလွတ်ဖြစ်ပါက None ကို ပြန်ပေးပါ။
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
","    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s
","def check(candidate):
    assert candidate([]) == None
    assert candidate(['x', 'y', 'z']) == 'x'
    assert candidate(['x', 'yyy', 'zzzz', 'www', 'kkkk', 'abc']) == 'zzzz'
"
"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" နှစ်ခုရှိသော ကိန်းဂဏန်း a နှင့် b ၏ အကြီးဆုံး ပုံမှန် ဂဏန်းကို ပြန်ပေးပါ။
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
","    while b:
        a, b = b, a % b
    return a
","def check(candidate):
    assert candidate(3, 7) == 1
    assert candidate(10, 15) == 5
    assert candidate(49, 14) == 7
    assert candidate(144, 60) == 12
"
"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" အဝင် စာကြောင်း၏ အတိုင်းဆုံးမှ အရှည်ဆုံးအထိ အပေါ်စပ်အားလုံးကို ပြန်ပေးပါ။
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
","    result = []

    for i in range(len(string)):
        result.append(string[:i+1])
    return result
","def check(candidate):
    assert candidate('') == []
    assert candidate('asdfgh') == ['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']
    assert candidate('WWW') == ['W', 'WW', 'WWW']
"
"

def string_sequence(n: int) -> str:
    """""" အခွာ 0 မှစပြီး n အပါအဝင် နံပါတ်များကို အာကာသဖြင့် ခြားထားသော စာကြောင်းတစ်ကြောင်း ပြန်ပေးပါ။
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
","    return ' '.join([str(x) for x in range(n + 1)])
","def check(candidate):
    assert candidate(0) == '0'
    assert candidate(3) == '0 1 2 3'
    assert candidate(10) == '0 1 2 3 4 5 6 7 8 9 10'
"
"

def count_distinct_characters(string: str) -> int:
    """""" အကြောင်းအရာတစ်ခုကို ပေးထားပါက ၎င်းတွင် မတူညီသော အက္ခရာများ ဘယ်နှစ်ခု ပါဝင်သည်ကို ရှာဖွေပါ။
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
","    return len(set(string.lower()))
","def check(candidate):
    assert candidate('') == 0
    assert candidate('abcde') == 5
    assert candidate('abcde' + 'cade' + 'CADE') == 5
    assert candidate('aaaaAAAAaaaa') == 1
    assert candidate('Jerry jERRY JeRRRY') == 5
"
"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" ဒီ function ရဲ့ input ကတော့ သီချင်းဂီတမှတ်စုတွေကို အထူး ASCII format နဲ့ ဖော်ပြထားတဲ့ string တစ်ခုပါ။
မင်းရဲ့တာဝန်က ဒီ string ကို parse လုပ်ပြီး beats ကာလဘယ်လောက်ကြာမလဲဆိုတာကို integer တွေဖြင့်ပြန်ပေးရမယ်။

ဤမှာ အကြောင်းအရာကတော့:
'o' - Whole note, လေး beats ကြာတယ်
'o|' - Half note, နှစ် beats ကြာတယ်
'.|' - Quarter note, တစ် beat ကြာတယ်

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
","    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]
","def check(candidate):
    assert candidate('') == []
    assert candidate('o o o o') == [4, 4, 4, 4]
    assert candidate('.| .| .| .|') == [1, 1, 1, 1]
    assert candidate('o| o| .| .| o o o o') == [2, 2, 1, 1, 4, 4, 4, 4]
    assert candidate('o| .| o| .| o o| o o|') == [2, 1, 2, 1, 4, 2, 4, 2]
"
"

def how_many_times(string: str, substring: str) -> int:
    """""" ပေးထားသော စာကြောင်းတွင် အချို့သော စာကြောင်းခွဲကို ဘယ်နှစ်ကြိမ်တွေ့နိုင်သည်ကို ရှာပါ။ အလွှာဆက်စပ်မှုများပါဝင်သည်ကိုလည်း ရေတွက်ပါ။
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
","    times = 0

    for i in range(len(string) - len(substring) + 1):
        if string[i:i+len(substring)] == substring:
            times += 1

    return times
","def check(candidate):
    assert candidate('', 'x') == 0
    assert candidate('xyxyxyx', 'x') == 4
    assert candidate('cacacacac', 'cac') == 4
    assert candidate('john doe', 'john') == 1
"
"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" အဝင်မှာ 'zero' ကနေ 'nine' ထိဂဏန်းတွေကို နေရာလွတ်ဖြင့်ခွဲထားသော string ဖြစ်သည်။
    သက်ဆိုင်ရာရွေးချယ်စရာများမှာ 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' နှင့် 'nine' ဖြစ်သည်။
    ဂဏန်းများကို အသေးဆုံးကနေ အကြီးဆုံးအထိ စီထားသော string ပြန်ထုတ်ပေးပါ။
    >>> sort_numbers('three one five')
    'one three five'
    """"""
","    value_map = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
        'six': 6,
        'seven': 7,
        'eight': 8,
        'nine': 9
    }
    return ' '.join(sorted([x for x in numbers.split(' ') if x], key=lambda x: value_map[x]))
","def check(candidate):
    assert candidate('') == ''
    assert candidate('three') == 'three'
    assert candidate('three five nine') == 'three five nine'
    assert candidate('five zero four seven nine eight') == 'zero four five seven eight nine'
    assert candidate('six five four three two one zero') == 'zero one two three four five six'
"
"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" ပေးထားသော နံပါတ်စာရင်းမှ အနီးဆုံးနံပါတ်နှစ်ခုကို ရွေးပြီး အစီအစဉ်အတိုင်း ပြန်ပေးပါ။
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
","    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2]) == (3.9, 4.0)
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0]) == (5.0, 5.9)
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.2]) == (2.0, 2.2)
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0]) == (2.0, 2.0)
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1]) == (2.2, 3.1)

"
"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" အနည်းဆုံးဒေသအနည်းငယ်ရှိသော နံပါတ်စာရင်းကို ပေးထားပါက အောက်ပါနည်းလမ်းဖြင့် အဆိုပါစာရင်းတွင် လိုင်းနားတစ်ခုပြောင်းလဲမှုကို လုပ်ဆောင်ပါ,
    အနည်းဆုံးနံပါတ်သည် 0 ဖြစ်လာပြီး အကြီးဆုံးနံပါတ်သည် 1 ဖြစ်သည့်အထိ ဖြစ်စေရန်။
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
","    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]
","def check(candidate):
    assert candidate([2.0, 49.9]) == [0.0, 1.0]
    assert candidate([100.0, 49.9]) == [1.0, 0.0]
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0]) == [0.0, 0.25, 0.5, 0.75, 1.0]
    assert candidate([2.0, 1.0, 5.0, 3.0, 4.0]) == [0.25, 0.0, 1.0, 0.5, 0.75]
    assert candidate([12.0, 11.0, 15.0, 13.0, 14.0]) == [0.25, 0.0, 1.0, 0.5, 0.75]
"
"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Python မှာရှိတဲ့ အဘိဓါန်ထဲက တန်ဖိုးတွေကို Int အမျိုးအစားတွေအဖြစ်သာ စစ်ထုတ်ပါ။
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
","    return [x for x in values if isinstance(x, int)]
","def check(candidate):
    assert candidate([]) == []
    assert candidate([4, {}, [], 23.2, 9, 'adasd']) == [4, 9]
    assert candidate([3, 'c', 3, 3, 'a', 'b']) == [3, 3, 3]
"
"

def strlen(string: str) -> int:
    """""" အဆိုပါ စာကြောင်း၏ အရှည်ကို ပြန်ပေးပါ
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
","    return len(string)
","def check(candidate):
    assert candidate('') == 0
    assert candidate('x') == 1
    assert candidate('asdasnakj') == 9
"
"

def largest_divisor(n: int) -> int:
    """""" ရရှိထားသော n ဆိုသည့် အရေအတွက်အတွက် n ဖြင့် ညီမျှစွာ ခွဲမျှနိုင်သော n ထက်ငယ်သည့် အကြီးဆုံးအရေအတွက်ကို ရှာပါ။
    >>> largest_divisor(15)
    5
    """"""
","    for i in reversed(range(n)):
        if n % i == 0:
            return i
","def check(candidate):
    assert candidate(3) == 1
    assert candidate(7) == 1
    assert candidate(10) == 5
    assert candidate(100) == 50
    assert candidate(49) == 7
"
"from typing import List


def factorize(n: int) -> List[int]:
    """""" ပေးထားတဲ့ အကိန်းကို အခြေခံပြီး အကြိမ်အရေအတွက်အလိုက် ဦးစွာဆုံးမှ စပြီး အကြီးဆုံးအထိ လေးအကြိမ်စီထားသော မျိုးစုံ ကိန်းရပ်များကို ပြန်ပေးပါ။
    အချိုးစီထားသည့် ကိန်းရပ်များသည် factorization တွင် မည်နှစ်ကြိမ် ပါဝင်သည်ကို အရေအတွက်အလိုက် ရေးထားရမည်။
    ထည့်သွင်းသည့် ကိန်းသည် အားလုံးသော ကိန်းရပ်များ၏ ပြန်ပေးခြင်း အဖြစ် ရှိရပါမည်။
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
","    import math
    fact = []
    i = 2
    while i <= int(math.sqrt(n) + 1):
        if n % i == 0:
            fact.append(i)
            n //= i
        else:
            i += 1

    if n > 1:
        fact.append(n)
    return fact
","def check(candidate):
    assert candidate(2) == [2]
    assert candidate(4) == [2, 2]
    assert candidate(8) == [2, 2, 2]
    assert candidate(3 * 19) == [3, 19]
    assert candidate(3 * 19 * 3 * 19) == [3, 3, 19, 19]
    assert candidate(3 * 19 * 3 * 19 * 3 * 19) == [3, 3, 3, 19, 19, 19]
    assert candidate(3 * 19 * 19 * 19) == [3, 19, 19, 19]
    assert candidate(3 * 2 * 3) == [2, 3, 3]
"
"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" အင်တဂျာများစာရင်းမှ၊ တစ်ကြိမ်ထက်ပိုပြီးဖြစ်ပေါ်သော အချက်အလက်အားလုံးကို ဖယ်ရှားပါ။
    ကျန်ရှိသော အချက်အလက်များ၏ အစီအစဉ်ကို အထည်အပိုးဖြစ်သည့်အတိုင်း ထားပါ။
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
","    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([1, 2, 3, 2, 4, 3, 5]) == [1, 4, 5]
"
"

def flip_case(string: str) -> str:
    """""" ပေးထားသော စာကြောင်းအတွက် အနိမ့်အက္ခရာများကို အမြင့်အက္ခရာများအဖြစ်ပြောင်းပြီး အမြင့်အက္ခရာများကို အနိမ့်အက္ခရာများအဖြစ် ပြောင်းပါ။
    >>> flip_case('Hello')
    'hELLO'
    """"""
","    return string.swapcase()
","def check(candidate):
    assert candidate('') == ''
    assert candidate('Hello!') == 'hELLO!'
    assert candidate('These violent delights have violent ends') == 'tHESE VIOLENT DELIGHTS HAVE VIOLENT ENDS'
"
"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" စာရင်းအတွင်းရှိ စာကြောင်းများကို တစ်ကြောင်းတည်းအဖြစ် ဆက်စပ်ပါ.
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
","    return ''.join(strings)
","def check(candidate):
    assert candidate([]) == ''
    assert candidate(['x', 'y', 'z']) == 'xyz'
    assert candidate(['x', 'y', 'z', 'w', 'k']) == 'xyzwk'
"
